Latitude (Decimal Degrees),Longitude (Decimal Degrees)
49.02,-112.95
49.08,-111.62
49.27,-111.55
49.27,-111.4
49.03,-114.05
51.2,-115.5
52.55,-116.12
51.19,-115.55
51.18,-115.57
51.18,-115.57
51.2,-115.55
51.17,-115.55
51.05,-115.08
49.47,-114.18
49.47,-114.18
52.32,-116.33
51.7,-115.22
49.88,-114.25
51.08,-115.07
51.08,-115.07
49.62,-114.43
49.3,-113.36
49.15,-113.55
50.62,-114.88
51.5,-115.38
51.7,-116.47
49.05,-113.92
51.08,-115.35
49.43,-114.37
51.27,-115.92
49.4,-114.33
49.72,-114.28
52.68,-116.7
52.17,-116.68
52.18,-116.4
49.63,-114.58
49.65,-114.5
52.23,-117.17
50.9,-114.92
49.77,-114.27
50.98,-114.95
49.61,-114.68
50.05,-113.92
49.63,-114.48
51.45,-115.77
53.17,-118.03
51.28,-115.9
50.9,-114.7
51.07,-115.2
51.53,-115.1
51.63,-116.5
50.75,-114.75
50.73,-114.7
50.85,-115.25
49.97,-114
51.3,-114.93
51,-115.5
52.85,-117
50.17,-114.45
50.78,-115.05
51.3,-115.13
50.38,-114.63
50.55,-114.37
49.57,-114.47
51.77,-115.32
52.88,-118.15
52.88,-118.07
52.93,-118.03
52.87,-118.38
52.35,-116.78
50.55,-114.68
54.2,-119.88
51.03,-115.03
50.98,-115.12
50.71,-115.12
50.62,-115.07
52.3,-116.18
52.18,-116.47
52.07,-116.42
52.18,-116.48
51.43,-116.22
51.9,-115.38
49.88,-114.38
49.9,-114.35
50.37,-114.63
50.17,-114.7
49.92,-114.13
50.02,-113.88
52.7,-118.12
52.68,-118.1
49.83,-114.25
52.8,-117.8
51.43,-115.08
50.92,-114.83
51.65,-115.28
49.12,-113.73
51.25,-115.95
50.92,-115.17
50.48,-114.9
51.12,-115.47
52.47,-116.08
52.49,-116.04
52.5,-116.05
52.2,-117.12
52.2,-117.13
50.1,-114.62
49.3,-114.03
50.37,-114.42
50.37,-114.42
51.05,-115.07
49.03,-113.6
49.9,-114.02
49.97,-114.12
49.82,-114.63
52.08,-115.85
50.3,-114.52
51.67,-115.22
51.87,-116.58
51.97,-116.72
51.8,-115.65
51.67,-115.8
50.65,-114.65
52.48,-115.77
51.53,-116.05
49.88,-113.97
50.65,-114.62
52.67,-117.21
49.22,-114.08
49.36,-113.11
50.12,-114.07
51.28,-114.84
49.13,-113.81
49.95,-114.53
51.07,-115.78
52.45,-117.45
52.45,-117.44
50.65,-115.27
54.3,-119.67
49.95,-113.97
52.18,-117.08
52.18,-116.45
49.58,-114.42
49.32,-113.68
49.05,-113.9
51.43,-116.15
49.05,-113.7
49.03,-114.03
49.08,-113.87
49.1,-113.93
49.13,-114.02
49.05,-113.92
49.13,-114.03
49.12,-113.83
49.33,-114.3
54.14,-115.79
50.25,-114.35
51.65,-115.36
49.28,-114.37
51.72,-116.48
51.07,-115.75
52.18,-116.47
49.37,-114.52
50.63,-115.28
49.8,-114.47
49.97,-113.87
50.05,-114.43
50.71,-114.99
50.94,-115.19
53.13,-117.77
49.67,-114.48
49.55,-114.5
53.72,-118.57
56.12,-111.78
53.55,-116.5
53.97,-115.42
56.45,-111.05
56.45,-111.03
54.72,-113.28
54.82,-113.54
54.72,-113.28
54.63,-113.38
54.7,-113.38
54.72,-113.28
53.42,-117.78
54.82,-112.55
54.78,-112.83
54.35,-114.43
53.92,-115.25
55.2,-116.42
54.73,-113.53
54.12,-114.37
54.09,-114.45
54.75,-112.95
54.08,-117.4
54.75,-112.35
57.72,-111.85
57.37,-111.53
56.11,-112.55
54.57,-112.87
53.5,-114.93
53.35,-117.87
57.87,-112.1
54.72,-113.29
55.25,-113.18
54.13,-114.68
54.13,-114.68
53.62,-115.89
53.62,-115.8
53.45,-115.87
54.93,-114.03
54.92,-114.2
55.58,-111.85
55.63,-110.83
53.18,-117
53.08,-116.82
53.62,-115.58
54.63,-113.22
55.68,-111.1
55.62,-111.18
55.83,-110.38
54.32,-113.95
54.63,-113.91
54.67,-113.82
54.35,-113.92
54.92,-115.15
56.77,-112.48
54.47,-116.42
53.58,-116.47
53.58,-116.42
53.58,-116.42
53.6,-116.48
53.58,-116.47
53.58,-116.47
53.58,-116.45
57.18,-112.33
58.2,-111.38
55.42,-116.3
55.32,-116.2
53.37,-117.7
53.37,-117.72
53.6,-114.98
53.57,-115.12
53.61,-115.06
53.63,-115
55.15,-114.8
54.35,-114.8
54.37,-114.92
54.35,-114.83
54.41,-114.77
57.18,-111.62
56.65,-111.22
56.73,-111.38
56.65,-111.21
56.65,-111.22
56.65,-111.22
54.75,-116.07
56.62,-110.5
56.3,-112.22
54.87,-113.57
55.58,-116.15
55.57,-116.15
55.02,-110.62
53.62,-117.7
55,-111.33
54.02,-115
53.8,-118.45
55.43,-116.52
55.4,-116.48
55.4,-116.48
55.43,-116.47
55.49,-116.46
55.43,-116.5
53.92,-115.53
53.42,-117.57
53.4,-117.58
55.03,-115.62
53.98,-118.18
54.47,-115.57
54.47,-113.98
54.45,-113.98
53.45,-117.82
53.23,-117.82
53.32,-117.75
57.58,-110.33
54.82,-113.54
54.11,-116.63
58.32,-110.28
54.56,-112.98
55.33,-115.42
54.77,-111.97
54.77,-112.02
54.77,-112.02
54.77,-112.02
54.77,-112.97
54.3,-114.17
56.47,-113.18
53.12,-115.32
54.28,-115.12
54.02,-115.5
53.08,-116.68
54.07,-114.32
53.58,-114.88
54.12,-114.25
55.95,-112.03
55.54,-114.56
55.5,-114.7
53.87,-116.67
53.97,-115.12
53.85,-115.35
55.62,-112.35
54.62,-113.35
53.55,-117
55.55,-114.18
57.04,-111.56
57.08,-111.58
57.03,-111.57
55.18,-114.05
53.55,-118.03
53.47,-114.98
54.23,-115.02
57.13,-110.9
54.57,-113.68
53.6,-115.7
53.55,-117.22
53.57,-117.5
54.03,-114.75
54.05,-114.67
54.23,-116.83
54.07,-114.92
55.62,-113.57
54.27,-113.97
54.5,-115.47
54.96,-113.32
54.75,-110.05
54.75,-110.05
54.5,-111.7
57.92,-110.97
53.23,-116.97
54.4,-113.53
54.45,-113.52
55.33,-113.47
53.88,-115.25
55.3,-111.98
54.87,-114.77
55.67,-115.83
55.63,-116.05
54.65,-110.98
53.85,-111.84
55.83,-113.67
53.9,-114.87
53.95,-114.95
53.8,-114.87
53.43,-116.52
53.47,-114.87
57.27,-111.47
53.85,-115.97
53.81,-115.94
54.38,-115.02
55.29,-114.78
55.29,-114.78
55.3,-114.78
55.28,-114.78
53.57,-116.1
55.28,-114.77
55.3,-114.78
55.29,-114.78
55.28,-114.63
55.17,-114
55.17,-114.03
56.38,-111.27
56.38,-111.23
54.73,-115.22
54.73,-115.48
54.67,-115.42
54.73,-115.4
54.72,-116.43
53.47,-117.8
56.98,-111.45
54.3,-113.52
56.88,-111.65
53.93,-116.33
54.38,-117.4
54.4,-114.38
54.43,-114.43
54.67,-112.07
55.35,-114.98
55.2,-112.5
54.07,-114.8
54,-115.35
54.13,-115.67
54.14,-115.78
54.14,-115.79
54.14,-115.79
54.13,-115.68
54.03,-115.72
53.87,-117.55
53.6,-115.22
53.73,-115.23
53.57,-115.25
54.19,-116.25
55.33,-110.2
53.15,-115.9
53.23,-117.15
53.57,-115.32
58.63,-111.68
53.4,-117.54
53.25,-115.38
54.55,-115.3
53.92,-114.8
53.48,-117.8
54.79,-110.06
53.39,-118.35
53.2,-115.88
54.37,-114.92
59.17,-118.33
59.18,-119.45
58.7,-118.68
58.7,-118.72
55.9,-115.65
54.82,-118.92
55.58,-117.21
55.58,-117.24
57.48,-117.65
55.2,-119.4
55.33,-119.4
55.2,-119.4
58.2,-118.22
55.2,-119.4
56.15,-117.75
56.15,-117.68
58.1,-112.15
57.12,-116.5
55.92,-119
55.93,-119.13
56.12,-117.89
58.05,-116.27
57.95,-116.22
56.3,-116.43
57.37,-119.82
59.25,-110.8
59.52,-114.57
58.97,-111.8
58.92,-111.8
59.38,-112.38
57.12,-118.33
57,-113.42
56.6,-119.42
56.53,-117.93
55.67,-118.08
54.18,-119.4
56.73,-117.47
56.72,-117.54
56.73,-117.45
56.63,-117.35
56.58,-117.3
55.26,-118.18
54.93,-118.07
55.45,-119.93
56.97,-119.55
55.73,-117.1
55.82,-114.3
55.93,-118.58
55.77,-117.75
55.81,-117.89
54.78,-118.23
57.85,-113.25
58.98,-110.44
55.07,-119.67
55.05,-119.57
55.1,-119.75
56.48,-118.73
56.07,-118.38
55.97,-118.5
56.08,-118.44
56.07,-118.38
56.08,-118.53
55.73,-117.2
55.47,-117.4
58.68,-114.98
57.78,-119.5
58.62,-117.15
58.77,-111.12
58.72,-111.15
58.77,-111.12
58.77,-111.12
58.77,-111.12
58.45,-116.05
58.38,-116.03
58.38,-116.04
58.38,-116.05
58.4,-116.03
54.4,-116.8
54.4,-116.93
58.72,-113.9
55.9,-115.75
55.27,-119.77
53.92,-118.87
53.87,-119.16
54,-119.1
53.9,-119.1
55.17,-118.8
55.18,-118.88
55.18,-118.89
55.18,-118.88
55.02,-118.8
55.55,-117.1
57.65,-117.42
57.26,-117.3
59.88,-111.48
58.73,-118.68
58.62,-117.16
58.62,-117.16
58.52,-117.1
58.62,-117.16
58.52,-117.1
55.37,-116.87
58.83,-111.55
56.42,-118.6
56.18,-118.53
56.25,-118.62
57.02,-117.6
57.33,-118.95
55.3,-119.58
56.88,-116.56
55.91,-117.12
58.43,-115.05
57.52,-113.75
54.2,-118.9
54.43,-118.97
57.8,-117.87
57.75,-117.62
57.65,-118.35
57.73,-117.01
57.79,-117.68
59.92,-113.93
55.9,-119.07
56.27,-117.77
58.17,-116.34
58.18,-116.4
55.42,-119.25
58.05,-114.15
57.45,-112.88
58.4,-114.75
57.13,-115.07
56,-116.6
56.88,-117.7
56.9,-117.63
56.95,-117.64
56.92,-117.6
56.95,-117.63
56.97,-117.45
55.72,-116.95
55.72,-116.95
59.12,-117.7
54.62,-116.67
54.59,-120.01
53.92,-118.65
56.08,-114.65
57.67,-117.72
57.32,-117.2
56.83,-117.57
54.55,-119.58
56.87,-118.58
57.02,-117.57
56.31,-119.75
56.7,-115.77
57.18,-114.62
59.88,-112.48
59.2,-112.42
56.25,-117.28
56.23,-117.45
56.23,-117.45
56.23,-117.28
56.25,-117.25
56.22,-117.27
56.23,-117.28
56.15,-117.43
56.63,-114.6
55.62,-118.29
59.53,-119.62
57.65,-114.53
58.38,-113.15
54.48,-116.98
54.78,-119.4
59.21,-117.06
58.93,-116.22
55.22,-117.5
58.48,-119.4
58.5,-119.42
56.55,-115.28
56.55,-115.37
56.67,-115.12
56.63,-115.12
58.45,-116.48
55.75,-118.78
55.78,-118.67
55.62,-119.72
55.25,-119.35
56.08,-119.34
57.23,-113.35
55.45,-118.64
54.42,-117.74
54.23,-118.42
58.35,-119.7
54.4,-118.3
53.98,-119.13
54.68,-117.53
58.59,-118.49
54.93,-119.2
55.69,-119.23
55.78,-118.83
59.63,-117.78
59.63,-117.17
58.02,-116.58
54.92,-116.75
58.85,-112
57.33,-115.67
55.85,-117.68
56.47,-114.12
55.35,-118.41
56.37,-117
58.02,-116.85
56.5,-114.55
56.8,-114.42
54.44,-118.74
59.12,-117.7
55.07,-117.27
55.1,-117.2
56.03,-113.83
55.97,-113.83
57.78,-115.43
55.78,-118.38
55.72,-117.62
55.72,-117.63
58.65,-117.57
56.18,-115.47
56.12,-118.08
55.7,-119.23
56.57,-118
56.43,-118.02
59.43,-114.9
59.43,-114.9
55.62,-118.95
56.5,-119.12
56.53,-119
56.5,-119.13
59.9,-116.33
58.58,-119.17
59.92,-118.95
58.88,-113.22
53.92,-118.87
59.2,-117.52
59.7,-113.03
54.95,-117.73
56.33,-119.48
59.27,-114
54.4,-116.82
58.77,-111.12
58.71,-113.87
59.67,-115.2
56.2,-119.4
54.28,-110.63
54.42,-110.28
54.41,-110.26
54.37,-110.87
54.3,-110.62
54.25,-111.15
54.42,-111
54.5,-110.87
54.42,-110.77
49.25,-102.28
49.45,-101.8
49.62,-104.73
49.63,-102.53
50.82,-102.22
50.02,-105.05
50.93,-105.7
51,-105.67
50.78,-103.62
50.9,-102.28
50.05,-104.22
50.45,-105.2
49.45,-102.98
50.2,-104.71
50.15,-105.27
50.08,-105.35
50.38,-102.55
50.37,-102.57
50.25,-102.53
51.72,-102.73
51.72,-102.83
50.55,-105.38
50.22,-103.25
49.72,-102.03
51.63,-102.38
49.82,-105.65
49.63,-102.27
49.22,-101.75
50.45,-105.87
49.47,-104.6
49.38,-104.65
50.05,-105.22
50.55,-104.77
49.95,-102.97
51.52,-101.78
49.8,-103.25
50.98,-102.42
50.85,-104.27
51.65,-104.47
51.93,-104.57
49.73,-105.03
51.27,-105.98
51.37,-105.8
51.42,-105.8
50.38,-104.1
50.37,-104.18
50.4,-104.18
50.37,-104.2
50.37,-104.17
50.37,-104.15
50.38,-104.17
50.87,-105.17
50.07,-105.2
50.87,-103.08
51.18,-104.87
51.12,-103.98
50.6,-104.03
49,-101.63
51.8,-104.85
49.2,-103.07
49.22,-102.97
49.21,-102.97
49.21,-102.97
49.22,-102.97
50.25,-104.53
51.5,-105.85
51.15,-103.07
49.34,-101.45
49.88,-103.43
50.12,-101.53
50.03,-101.58
51.63,-103.53
51.72,-103.55
50.78,-103.8
50.12,-103.92
49.3,-101.53
49.48,-105.03
50.77,-104.93
51.5,-102.67
50.7,-102.63
50.42,-102.93
51.78,-105.28
51.82,-105.23
49.83,-102.87
49.33,-104.75
49.75,-103.15
49.18,-102.6
51,-105.52
51.1,-103.33
52.2,-105.1
52.27,-105.12
51.37,-105.53
50.55,-103.65
50.5,-103.68
51.53,-102.98
51.53,-103.08
51.57,-101.9
51.26,-103.75
51.5,-106.27
49.6,-104.5
50.2,-102.73
49.55,-102.63
49.92,-102.67
51.73,-103.63
50.33,-104.3
52,-103.45
50.23,-104.15
49.07,-104.25
49.45,-102.62
50.15,-102.39
50.9,-101.72
51.42,-105.25
50.8,-103.73
50.6,-103.25
50.72,-103.32
51.3,-103.87
52,-104.63
51.28,-103.95
51.13,-105.33
50.85,-103.77
51.15,-103.89
50.93,-103.28
50.65,-104.87
50.6,-104.97
50.6,-104.93
49.23,-103.23
49.62,-102.1
49.68,-102.1
51.83,-103.33
50.62,-105.7
49.83,-101.52
49.32,-103.97
50.95,-102.8
49.38,-103.3
49.4,-103.4
50.25,-103.47
50.12,-103.55
50.33,-105.57
50.33,-105.54
50.38,-105.7
50.34,-105.55
49.83,-102.28
49.88,-103.02
50.13,-101.67
50.45,-106.05
52.33,-105
50.72,-103.52
51.52,-105
51.87,-102.07
49,-102.27
50.33,-103.68
49.72,-105.37
49.92,-103.6
49.15,-103.75
49.32,-102.12
49.65,-104.55
50.47,-106.07
51.4,-103.27
51.43,-103.4
50.33,-105.35
51.98,-103.92
50.42,-105
51.08,-105.43
51.95,-102.65
51.82,-102.72
51.28,-104.3
50.52,-103.88
50.57,-103.98
52.07,-104.23
51.35,-104.42
49.5,-104.28
49.47,-104.28
49.4,-104.4
51.57,-104.58
49.58,-101.7
49.6,-101.72
49.53,-101.7
50.43,-104.67
50.49,-104.59
50.41,-104.58
50.45,-104.67
50.43,-104.67
50.43,-104.67
50.45,-104.65
50.4,-104.57
50.47,-104.6
50.38,-104.58
50.57,-104.83
50.42,-104.6
50.52,-104.5
50.43,-104.63
50.43,-104.52
50.43,-104.63
50.43,-104.67
50.42,-104.6
50.47,-104.67
50.53,-104.48
50.4,-104.6
50.47,-101.55
0,0
50.22,-104.67
50.97,-102.27
50.17,-104.18
50.12,-104.1
51.42,-104.73
51.17,-104.4
50.48,-103.38
52.37,-104.37
50.62,-101.55
50.65,-102.38
51.3,-102.03
51.07,-104.95
51.08,-104.98
50.48,-103.07
51.5,-102.97
51.4,-101.58
49.08,-103.5
50.65,-104.67
49.25,-103.83
50.88,-106.3
50.9,-106.3
50,-103.68
51.63,-102.15
50.87,-102.47
50.18,-102.13
50.45,-101.93
50.13,-102.05
50.2,-101.98
49.82,-102.67
51.67,-105.47
51.67,-105.4
51.67,-105.47
49.93,-101.97
49.92,-102.03
49.65,-103.83
49.67,-103.85
50.35,-102.27
50.17,-104.33
49.42,-102.5
51.57,-104.12
50.3,-103.15
50.43,-103.28
51.77,-104.2
50.72,-101.9
49.82,-104.18
49.82,-104.18
51.18,-102.52
51.26,-102.46
51.26,-102.46
51.27,-102.47
51.2,-102.23
51.27,-102.47
51.26,-102.46
51.13,-102.42
51.21,-102.46
51.77,-104.2
50.63,-104.4
50.42,-104.58
49.62,-103.07
49.7,-103.8
50.38,-102.68
51.29,-106.85
50.43,-104.67
50.7,-108.78
51.42,-109.9
51.33,-109.85
49.72,-107.3
49.73,-105.97
49.73,-105.95
50.83,-107.31
51.15,-106.88
51.08,-106.97
50,-105.78
50.03,-107.77
50.52,-108.45
49.72,-107.75
50.05,-108.65
50.05,-108.65
50.47,-106.65
50.13,-106.37
49.77,-106.12
50.17,-106.25
50.18,-105.88
49.67,-109.47
50.9,-107.25
50.28,-106.18
51.13,-106.58
51.12,-106.6
51.13,-106.58
51.17,-106.55
51.13,-108.03
51.15,-108.77
49.45,-106.23
50.4,-109.43
49.82,-108.57
50.83,-106.73
49.45,-106.67
50.18,-109.8
49.88,-106.55
49.87,-106.72
51.13,-106.58
50.27,-108.55
49.95,-108.47
49.58,-107.1
50.43,-107.22
50.47,-107.27
50.98,-107.94
50.12,-106.97
49.98,-106.93
51.23,-107.92
49.88,-108.37
50.37,-109.35
49.72,-108.28
49.67,-107
49.68,-108.92
50.73,-108.02
50.87,-107.93
50.7,-108.22
49.65,-106.57
50.88,-109.55
50.88,-109.53
49.5,-106.25
50.95,-107.15
50.97,-107.12
51.32,-107.08
49.9,-109.47
49.9,-109.48
50,-109.47
49.82,-109.67
49.9,-109.48
50.7,-107.72
50.8,-107.88
49.97,-105.63
50.22,-107.1
49.97,-107.58
49.87,-106.35
50,-107.43
50.53,-108.23
50.88,-109.05
49.58,-105.67
51.15,-108.6
50.92,-106.87
50.48,-108.75
51.15,-107.26
50.4,-107.4
51.03,-108.05
50.68,-108.68
50.18,-106.72
49.65,-108.4
49.75,-108.42
49.65,-108.42
49.9,-108.42
50.6,-107.8
51.33,-106.6
50.3,-109.98
50.33,-107.75
50.29,-107.69
50.3,-107.68
50.27,-107.73
50.28,-107.75
50.27,-107.73
50.05,-108.8
50.38,-106.55
50.07,-109.38
49.33,-106.25
49.57,-106.78
51.22,-109.52
50.91,-109.5
49.38,-105.13
49.02,-105.02
49.2,-108.1
49.38,-108.12
49.37,-108.43
49.13,-109.1
49.2,-108.38
49.3,-109.52
49.3,-109.48
49.12,-105.52
49.27,-105.6
49.05,-105.48
49.64,-109.51
49.67,-109.48
49.52,-108.75
49.37,-108.77
49.44,-108.99
49.52,-108.82
49,-105.42
49.53,-109.88
49.47,-109.57
49.38,-107.78
49.2,-108.57
49.3,-106.58
49.27,-105.98
49.1,-107.02
49,-106.95
49.47,-109.77
49.17,-104.58
49.2,-109.52
49.48,-109.08
49.38,-109.35
49.17,-105.98
49.27,-109.7
49,-108.38
49.37,-107.85
49.25,-107.65
49.06,-107.59
49.52,-105.37
49.52,-105.35
49.35,-109.5
49,-106.38
49.02,-109.92
49.08,-109.82
49.57,-109.93
51.38,-110
51.57,-108.17
52.78,-109.9
51.32,-108.42
52.68,-108.33
52.77,-108.29
51.29,-108.41
52.07,-107.98
53.45,-109.2
52.4,-108.12
52.4,-108.27
52.9,-109.18
52.3,-109.58
53.18,-108.77
53.58,-109.63
53.33,-108.27
53.32,-108.68
53.42,-108.13
53.23,-108
53.1,-108.03
51.68,-108.3
51.63,-108.37
53.44,-109.72
53.43,-109.72
52,-108.58
51.97,-109.05
51.47,-109.15
51.52,-109.18
51.52,-109.18
51.52,-109.18
51.5,-109.17
51.47,-109.17
53.03,-109.55
53.12,-109.63
53.3,-110
53.28,-109.67
51.65,-110
52.08,-109.4
52.33,-109.95
52.33,-109.95
53.08,-109.3
52.6,-107.65
53.35,-108.03
52.8,-109.6
52.77,-108.26
52.77,-108.25
52.77,-108.26
53.87,-109.98
52.77,-108.24
53.02,-108.95
52.97,-108.37
52.73,-108.55
53.1,-107.87
51.62,-108.02
51.52,-107.88
51.57,-107.92
52.58,-107.85
51.9,-108.52
51.98,-109.9
53.63,-109.22
53.72,-109.15
52.3,-109.5
52.38,-109.4
52.36,-108.83
52.36,-108.83
51.63,-109.47
52.32,-107.77
51.5,-107.75
51.52,-107.72
53.53,-109.08
51.7,-108.52
53.4,-108.95
53.45,-109
52.42,-109.08
52.23,-109.2
53.13,-109.4
53.13,-109.41
52.4,-106.17
53.7,-106.68
52.13,-107.23
52.87,-104.85
51.97,-106.7
53,-105.48
51.78,-106.4
52.77,-106.9
52.55,-107.23
53.28,-106.55
52.8,-106.57
51.93,-105.77
51.52,-107.25
52.48,-105.73
52.28,-105.77
51.95,-107.15
51.32,-107.33
51.8,-107.18
51.8,-106.5
52.77,-104.9
53.42,-105.12
53.58,-106.05
51.47,-106.83
52.07,-106.63
52.72,-107.37
52.5,-106.48
52.5,-107.08
51.73,-107.58
53.43,-105.58
53.37,-105.6
52.85,-105.78
53.23,-106.15
52.95,-105.02
52.7,-107.03
53.02,-106.75
53.07,-106.98
51.88,-107.52
53.02,-106.02
52.92,-106.8
52.33,-106.67
52.82,-104.6
52.87,-104.6
52.82,-104.6
53.6,-106.05
51.43,-107.5
52.32,-105.68
53.53,-105.77
52.42,-106.5
51.48,-107.05
51.62,-106.95
51.48,-107.05
53.23,-106.58
52.42,-105.15
52.42,-105.15
53.17,-105.75
53.22,-105.67
53.21,-105.67
53.21,-105.68
53.26,-105.55
52.4,-107.42
52.47,-107.47
52.67,-106.33
52.92,-105.8
52.12,-106.65
52.17,-106.72
52.1,-106.61
52.11,-106.71
52.1,-106.6
52.17,-106.7
52.15,-106.55
52.15,-106.55
52.14,-106.62
52.13,-106.63
52.17,-106.72
52.17,-106.68
52.12,-106.67
52.15,-106.6
52.13,-106.63
52.12,-106.68
52.87,-104.33
52.72,-104.33
53.73,-106.72
51.33,-107.23
52.15,-106.58
51.88,-106.82
52.02,-107.03
52.02,-107.1
51.95,-105.63
52.32,-106.1
52.65,-105.72
53.45,-105.25
53.03,-105.1
51.8,-105.93
52.37,-107.02
53.75,-105.27
54.34,-109.63
59.22,-109.7
53.83,-107.03
53.85,-107
53.98,-105.87
56.12,-103.75
55.87,-108.48
55.85,-108.47
55.83,-108.43
55.84,-108.42
55.84,-108.42
55.84,-108.42
58.53,-109.48
58.08,-104.48
58.37,-109.52
58.39,-109.52
58.23,-103.68
58.19,-103.71
58.18,-103.7
58.18,-103.7
55.43,-104.87
57.38,-106.67
57.35,-107.13
58.3,-103.95
53.9,-108.45
54.62,-107.4
54.32,-108.7
59.33,-107.17
56.8,-105.35
57.7,-103.95
54.4,-109.23
54.28,-107.78
55.45,-107.87
55.53,-102.35
55.58,-102.43
55.53,-102.35
54.9,-109.97
54.91,-109.96
54.87,-108.17
57.25,-105.6
57.25,-105.62
57.26,-105.62
57.25,-105.6
54.13,-106.45
57.08,-102.02
55.13,-105.33
55.15,-105.27
55.15,-105.27
55.15,-105.27
53.55,-107.57
54.03,-109.03
54.05,-109.1
54.02,-109.14
55.92,-104.3
54.13,-108.43
54.13,-108.05
54.13,-108.52
54.13,-108.43
54.13,-108.52
53.33,-107.25
55.6,-104.77
54.5,-105.53
53.62,-105.67
55.65,-104.73
54.35,-109.75
54.4,-109.75
55.15,-106.27
56.33,-103.28
54.05,-105.8
53.37,-107.53
53.37,-107.55
55.42,-104.57
59.25,-105.83
59.25,-105.84
59.25,-105.83
59.57,-108.48
53.48,-107.03
53.92,-106.07
53.92,-106.08
56.23,-103.15
53.48,-107.55
58.12,-103.2
58.05,-103.17
54.13,-108.52
59.57,-108.48
53.2,-103.8
53.33,-103.52
53.5,-104.48
53.25,-104.17
53.15,-103.32
52.85,-103.73
54.28,-104.55
53.97,-102.3
53.95,-102.27
53.92,-102.37
54.67,-103.4
53.28,-104.33
54.6,-104.22
53.33,-104
53.35,-104.02
53.33,-104
53.33,-104.02
53.33,-104.01
53.52,-105.53
53.05,-104.25
53.37,-103.17
53.33,-103.13
53.53,-104.68
53.58,-104.68
53.7,-103.35
52.87,-104
52.76,-104.04
52.78,-104.2
53.45,-104.08
53.33,-104
52.43,-104.02
52.83,-101.78
51.97,-101.73
52.2,-101.63
52.6,-102.57
52.13,-102.2
52.2,-102.53
52.18,-102.67
52.87,-102.4
52.82,-102.32
52.82,-102.32
52.88,-102.58
52.82,-102.32
52.85,-102.53
52.15,-103.55
52.17,-103.52
52.08,-103.27
52.52,-104.35
52.57,-103.83
52.58,-103.83
52.85,-103.23
52.08,-101.87
51.73,-101.9
52.58,-104.52
52.65,-103.15
52.6,-103.25
52.75,-103.2
52.87,-102.98
52.62,-103.02
52.75,-102.83
49.83,-100.3
50.17,-100.85
49.28,-99.29
49.42,-99.17
49.37,-100.93
49.4,-99.43
49.3,-99.45
50.58,-101.27
50.82,-100.92
50.43,-101.05
51.54,-101.39
49.91,-99.95
49.91,-99.95
49.87,-99.98
49.9,-99.95
49.82,-99.95
49.83,-99.98
50.02,-99.57
49.47,-100.47
49.91,-99.36
49.87,-99.35
50.23,-100.33
49.55,-100
49.6,-100.07
50.35,-99.81
49.55,-99.08
49.56,-99.07
49.18,-100.5
49.17,-100.4
49.15,-100.37
49.82,-98.52
49.97,-101.23
50.43,-99.9
50.48,-99.9
49.42,-100.13
50.42,-101.23
50.52,-101.15
50.6,-101.17
49.93,-101.2
49.57,-99.33
49.13,-100.6
49.82,-100.47
50.18,-100.62
50.18,-100.6
50.03,-100.5
49.92,-101.1
49.45,-100.52
49.5,-100.53
49.92,-100.55
50.9,-101.23
49.98,-100.58
49.05,-101.18
50.08,-98.45
50.27,-100.6
49.25,-100.7
49.33,-101
49.28,-100.98
50.27,-99.83
49.45,-100.05
49.33,-100.85
49.48,-98.75
50.1,-100.63
50.67,-100.55
49.18,-101.27
49.53,-100.92
49.97,-98.3
49.97,-98.3
49.98,-98.3
49.9,-98.27
49.95,-98.27
49.98,-98.32
49.9,-98.28
50.02,-100
50.12,-99.93
49.32,-100.37
49.55,-101.1
50.72,-100.23
50.03,-100.23
50.02,-100.32
51.18,-101.36
51.23,-101.38
51.23,-101.38
51.37,-101.4
50.67,-100.82
50.8,-100.83
50.77,-101.28
49.7,-99.55
49.45,-99.02
50.43,-101.3
50.5,-100.1
50.45,-100.6
49.05,-100.33
49.78,-99.64
49.79,-99.63
50.43,-100.58
50.48,-100.72
50.45,-100.58
50.77,-101.15
49.45,-98.62
49.65,-100.25
49.62,-100.27
49.58,-100.4
50.4,-100.4
49.4,-98.78
49.63,-98.7
49.73,-98.75
49.18,-100.33
49.05,-100.55
49.08,-100.78
49.18,-100.7
49.32,-100.73
49.35,-100.57
49.3,-100.32
49.32,-100.07
49.2,-100.3
49.83,-100.95
49.84,-100.93
49.73,-100.97
50.66,-99.94
49.1,-100.8
49.03,-100.75
49.6,-99.68
49.58,-99.6
49.28,-100.99
51.27,-101.4
50.11,-100.18
49.77,-100.63
50.75,-100.82
49.55,-98.2
49.1,-97.55
49.1,-97.55
49.05,-97.57
49.88,-96.65
49.98,-96.83
49.98,-96.93
49.23,-100.05
49.22,-100.08
49.43,-98.15
49.52,-98
49.1,-99.35
49.05,-99.42
49.17,-99.52
49.05,-98.97
49.87,-97.65
49.12,-98.27
49.15,-98.27
49.4,-98.32
49.4,-98.32
49.62,-97.32
49.15,-97.15
49.37,-97.05
49.87,-96.82
49.72,-98.02
49.03,-97.18
49,-97.24
49,-97.24
49.8,-97.87
50.45,-97.35
49.82,-97.23
49.52,-97.95
49.65,-97.12
49.27,-99.18
49.1,-97.8
49.5,-98.17
49.17,-96.98
